,term,frequency,overall,rank
318,research practice,1,17,0.9095354866018037
289,qualitative research,1,17,0.6281352717379485
264,prerequisite need,1,17,0.5725522799309011
81,datum preparation,1,17,0.5332827843202246
266,present csi,1,17,0.4920565325820402
208,measure use,1,17,0.4850708555328182
397,topic professional,1,17,0.4850708555328182
320,research question,1,17,0.48360017160866464
123,evidence base,1,17,0.4740812544567961
388,tool interpret,1,17,0.470745892644616
