,term,frequency,overall,rank
198,execute project,5,22,0.6817361561047701
579,write paper,5,22,0.6817361561047701
377,paper execute,5,22,0.6817361561047701
438,reflect deep,4,22,0.6262493769388425
424,project reflect,4,22,0.6262493769388425
134,deep investigation,4,22,0.6262493769388425
286,investigation topic,4,22,0.6262493769388425
159,distribution advance,4,22,0.5689386232787708
82,cohort group,4,22,0.5689386232787708
420,progress cohort,4,22,0.5689386232787708
