,term,frequency,overall,rank
384,research minimum,1,13,0.5387775115131033
92,data analysis,3,13,0.4746843410684057
386,research proposal,2,13,0.46095511923174026
37,apply contemporary,2,13,0.46095511923174026
363,psychology involve,2,13,0.46095511923174026
99,datum analysis,4,13,0.45277942921474856
473,topic oral,1,13,0.4516174575446483
338,prerequisite ps,3,13,0.43526145511127007
421,social sciences,2,13,0.39409260042916394
495,useful insight,1,13,0.35913769617860025
