,term,frequency,overall,rank
536,student require,6,22,0.7005550541485962
210,execute project,5,22,0.6427633153121284
402,paper execute,5,22,0.6427633153121284
570,term paper,5,22,0.6427633153121284
250,graduate student,5,22,0.6427633153121284
473,require write,5,22,0.6427633153121284
625,write term,5,22,0.6427633153121284
138,datum collection,5,22,0.6300758162744214
146,deep investigation,4,22,0.5854318193142027
454,project reflect,4,22,0.5854318193142027
