,term,frequency,overall,rank
92,business analytic,4,36,1.42624050038508
623,project proposal,1,36,1.2908998269825827
675,research process,1,36,1.01776538912189
207,datum science,5,36,0.989903501222331
134,consent chair,3,36,0.729486652459199
100,chair department,3,36,0.729486652459199
484,method planning,1,36,0.64282378889771
447,literature review,2,36,0.64282378889771
836,topic multidimensional,0,36,0.6197119365398946
10,advanced topic,4,36,0.6197119365398946
